%missing,AUC,Accuracy,F1-score,classifier,weight_u
0.9,0.8149038461538461,0.81,0.7912087912087913,bw_mlp,0.5
0.9,0.8171073717948718,0.8125,0.7956403269754768,wu_mlp,0.5
0.9,0.8197115384615384,0.815,0.7978142076502732,hb_mlp,0.5
0.9,0.5120192307692307,0.4925,0.04694835680751174,eu_mlp,0.5
1.0,0.5,0.48,0.0,mlp,0.5
1.0,0.5,0.48,0.0,bw_mlp,0.5
1.0,0.5,0.48,0.0,wu_mlp,0.5
1.0,0.5,0.48,0.0,hb_mlp,0.5
1.0,0.5,0.48,0.0,eu_mlp,0.5
%missing,AUC,Accuracy,F1-score,classifier,weight_u
0.0,0.9138621794871794,0.9125,0.912718204488778,mlp,0.5
0.0,0.9082532051282051,0.9075,0.9090909090909091,bw_mlp,0.5
0.0,0.9000400641025642,0.9,0.9033816425120774,wu_mlp,0.5
0.0,0.9104567307692308,0.91,0.9121951219512195,hb_mlp,0.5
0.0,0.8924278846153846,0.8925,0.8963855421686748,eu_mlp,0.5
0.1,0.9040464743589743,0.9025,0.9022556390977444,mlp,0.5
0.1,0.9042467948717948,0.9025,0.9017632241813602,bw_mlp,0.5
0.1,0.8954326923076923,0.895,0.8975609756097561,wu_mlp,0.5
0.1,0.8978365384615384,0.8975,0.900243309002433,hb_mlp,0.5
0.1,0.8950320512820513,0.895,0.8985507246376813,eu_mlp,0.5
0.2,0.8996394230769231,0.8975,0.8956743002544529,mlp,0.5
0.2,0.9186698717948717,0.9175,0.9181141439205955,bw_mlp,0.5
0.2,0.8822115384615384,0.8825,0.8872901678657074,wu_mlp,0.5
0.2,0.8894230769230769,0.89,0.8952380952380953,hb_mlp,0.5
0.2,0.8922275641025641,0.8925,0.8968824940047961,eu_mlp,0.5
0.30000000000000004,0.8888221153846154,0.885,0.8776595744680851,mlp,0.5
0.30000000000000004,0.9018429487179487,0.9,0.898989898989899,bw_mlp,0.5
0.30000000000000004,0.8944310897435899,0.895,0.8999999999999999,wu_mlp,0.5
0.30000000000000004,0.8994391025641024,0.9,0.9047619047619048,hb_mlp,0.5
0.30000000000000004,0.8998397435897435,0.9,0.9038461538461539,eu_mlp,0.5
0.4,0.8046875,0.7975,0.7624633431085044,mlp,0.5
0.4,0.9094551282051283,0.9075,0.9063291139240506,bw_mlp,0.5
0.4,0.8844150641025641,0.885,0.8904761904761905,wu_mlp,0.5
